일별가격,월별가격,공유오피스명,주소 ,경도,위도,구,구별사업체개수,좌석타입,재고,최소수용가능인원,최대수용가능인원,공공자전거_최단거리,대학교_최단거리,버스정류장_최단거리,스타벅스_최단거리,대형마트_최단거리,버스_개수,대학교_개수,스타벅스_개수,지하철_개수,대형마트_개수
,275000,[동대문] 창신아지트,서울특별시 종로구 창신동 687-43,127.010456,37.57252408,종로구 ,"823,385",고정석 ,2,1,2,6789.162538,0.62345591,0.144291766,0.306983754,0.249566117,107,2,7,13,16
,143000,가산백상공동사무실,서울특별시 금천구 가산동 459-22,126.8774446,37.48247781,금천구 ,"32,472",고정석 ,20,1,2,6777.42242,1.624137064,0.054115048,0.377387581,0.823966214,91,0,5,2,3
11000,275000,공유 스튜디오 쇼피스 나다움 ,서울특별시 강남구 강남대로156길 46,127.0226146,37.51900659,강남구 ,"71,373",고정석/자유석,20,1,20,6786.498152,0.940847614,0.115721062,0.139575058,0.777533241,56,1,16,3,1
,385000,[GARAGE신논현]지정데스크,서울특별시 서초구 강남대로 479,127.023701,37.50508051,서초구 ,"46,540",고정석 ,1,1,1,6785.706057,1.131872994,0.063189777,0.017408183,1.312999858,122,0,21,6,0
,450000,온비즈 - 2인실 공유 1인석,서울특별시 강남구 대치동 942-15,127.0582106,37.5060213,강남구 ,"71,373",고정석 ,8,1,2,6787.39819,3.114329041,0.072785662,0.03413523,0.245153379,98,0,22,5,11
20000,250000,메리제인,서울특별시 성동구 성수일로4가길 10-51,127.0547936,37.54152301,성동구 ,"27,868",고정석 ,2,1,2,6789.387886,1.295211016,0.089670985,0.179644453,0.179644453,74,0,3,2,1
22000,330000,가온비즈니스센터,서울특별시 영등포구 양평로 24,126.903743,37.53326304,영등포구,"42,589",고정석 ,6,1,6,6781.733646,2.802997263,0.018515674,0.022224915,0.378366578,76,0,5,3,1
,495000,코너스톤스페이스 지정석,서울특별시 강남구 강남대로 624,127.0195089,37.51747296,강남구 ,"71,373",고정석 ,5,1,2,6786.258116,1.276102164,0.008897424,0.153815391,1.105458839,47,0,10,3,0
,550000,슈가맨워크 가산디지털점 2인실내측,서울특별시 금천구 서부샛길 606,126.8765153,37.47935571,금천구 ,"32,472",고정석 ,12,1,2,6777.189925,1.722936092,0.241978592,0.472357738,0.902906004,72,0,5,3,2
22000,275000,코워커스-광화문공유오피스,서울특별시 종로구 새문안로 82,126.9739311,37.56979474,종로구 ,"823,385",자유석 ,100,1,20,6787.265551,0.902878685,0.037164113,0.108855745,0.246083762,149,1,41,7,12
,330000,구로 넥스트데이 공유오피스 고정석,서울특별시 구로구 디지털로31길 12,126.8953634,37.48510626,구로구 ,"38,553",고정석 ,10,1,1,6778.427379,3.249323835,0.055130077,0.043301449,0.284422402,160,0,8,4,3
,220000,온비즈 오피스 - 코워킹스페이스,서울특별시 강남구 대치동 942-15,127.0582106,37.5060213,강남구 ,"71,373",자유석 ,20,1,20,6787.39819,3.114329041,0.072785662,0.03413523,0.245153379,98,0,22,5,11
,660000,카페24창업센터 홍대점 2인단독룸,서울특별시 마포구 상수동 141-1,126.9247887,37.54797512,마포구 ,"37,232",고정석/자유석,3,1,3,6783.618519,0.292892949,0.048101374,0.176212681,0.619803539,124,1,10,5,3
,165000,더스카이밸리 1차 가산역 도보1분,서울특별시 금천구 가산디지털1로 142,126.8833587,37.47840464,금천구 ,"32,472",고정석 ,5,1,5,6777.455532,2.28737121,0.066228201,0.086436012,0.159414095,129,0,7,3,9
30000,200000,코리너스,서울특별시 강남구 논현동 175-22,127.0325818,37.50941463,강남구 ,"71,373",자유석 ,10,1,10,6786.38933,0.531781813,0.064352516,0.149886035,1.205030967,88,1,17,6,0
,330000,비즈니스센터 함께 (고정석),서울특별시 강남구 테헤란로 419,127.0521804,37.50587018,강남구 ,"71,373",고정석 ,5,1,1,6787.103231,2.470387985,0.110813852,0.177009353,0.071323136,83,0,20,5,9
,275000,오퍼스플라츠(Opus Platz),서울특별시 마포구 삼개로 35,126.9476196,37.53706723,마포구 ,"37,232",고정석/자유석,29,1,8,6784.039622,0.394329273,0.05194399,0.266497063,0.732594472,115,1,7,6,1
,275000,카페24 창신점(1좌석),서울특별시 종로구 창신동 23-76,127.0150048,37.5773701,종로구 ,"823,385",고정석 ,1,1,1,6789.671705,0.644761191,0.052893377,0.33339234,0.598706473,114,1,7,9,14
,104500,슈퍼에그 Hot Desk 멤버십,서울특별시 종로구 삼봉로 57,126.9804706,37.57255595,종로구 ,"823,385",자유석 ,22,1,12,6787.74259,1.296081091,0.151067855,0.064252388,0.485923053,146,0,50,8,14
,165000,카이트스퀘어 지정석,서울특별시 중구 저동2가 48-2,126.9910769,37.56339089,중구 ,"60,957",고정석 ,6,1,6,6787.69078,0.615845033,0.162525526,0.103731191,0.51714386,88,1,27,11,5
,77000,퍼스트비즈 코워킹스페이스 자유석,서울특별시 금천구 가산디지털1로 212,126.8805769,37.48443368,금천구 ,"32,472",자유석 ,6,1,1,6777.688475,1.794660054,0.092092906,0.245267636,0.558865207,115,0,7,3,8
10000,165000,"부엉이곳간 라운지-일, 월 자유석",서울특별시 마포구 합정동 372-28,126.9140028,37.54737344,마포구 ,"37,232",자유석 ,16,1,16,6783.071727,1.414555371,0.087768869,0.227375486,0.227375486,99,0,8,4,1
,440000,Webiz 역삼점 3인실(1인석),서울특별시 강남구 테헤란로20길 10,127.0341416,37.49908647,강남구 ,"71,373",고정석 ,3,1,1,6785.837455,1.24347546,0.050839985,0.04227937,1.028344576,114,0,27,4,0
,220000,플랜비 비즈센터,서울특별시 강남구 논현로124길 21,127.0333419,37.51272987,강남구 ,"71,373",자유석 ,8,1,8,6786.626201,0.38321022,0.161951803,0.14080809,1.17779484,70,1,18,5,0
10000,100000,[신사공유오피스] 나만의공간 꼬질,서울특별시 강남구 도산대로23길 5,127.0259732,37.51947638,강남구 ,"71,373",자유석 ,10,1,10,6786.685749,0.582903824,0.038291922,0.297787946,0.553821609,63,1,18,4,1
,300000,부동산도서관라운지-멤버쉽(월단위),서울특별시 강남구 테헤란로 516,127.06008,37.50741415,강남구 ,"71,373",자유석 ,30,1,30,6787.571229,3.111933977,0.111167912,0.056732259,0.087752541,81,0,19,4,10
18700,220000,르호봇가산코워킹스페이스,서울특별시 금천구 가산디지털1로 171,126.8806786,37.48076227,금천구 ,"32,472",고정석/자유석,5,1,5,6777.471452,1.959510952,0.050169504,0,0.448003087,118,0,7,3,9
,50000,[브이로켓] 비상주 오피스,서울특별시 강남구 봉은사로64길 5,127.0479282,37.51093431,강남구 ,"71,373",자유석 ,21,1,20,6787.208625,1.926417978,0.064145664,0.071506457,0.529394236,81,0,18,8,4
,200000,건국공간 1인 고정석 공유오피스,서울특별시 광진구 아차산로21길 64,127.0664269,37.54467037,광진구 ,"24,535",고정석 ,16,1,16,6790.130548,0.96555075,0.064538366,0.548114894,0.65413217,76,1,5,4,2
,165000,사당 트그2 공유 오피스-자유석,서울특별시 관악구 남부순환로 1921-1 ,126.9629546,37.47764293,관악구 ,"26,105",자유석 ,9,1,3,6781.170075,0.990389745,0.03634228,0.194544798,1.228766864,96,1,2,1,0
,220000,선릉 토파보기 공유오피스-1인,서울특별시 강남구 테헤란로44길 8,127.0444439,37.5023253,강남구 ,"71,373",자유석 ,24,1,20,6786.521785,1.787145657,0.032080119,0.04213449,0.202917608,80,0,16,5,3
,240000,위쿡 코워킹 스페이스,서울특별시 종로구 인왕산로 5,126.9669704,37.5748663,종로구 ,"823,385",고정석 ,46,1,6,6787.242434,0.351765844,0.109547269,0.128787079,0.610929554,126,4,12,2,1
,380000,UCU 신촌 코워킹스페이스 사무실,서울특별시 서대문구 이화여대1길 33,126.9437835,37.55711432,서대문구,"19,796",고정석 ,7,1,3,6785.070315,0.544276425,0.02151026,0.256503705,0.197626958,111,3,13,5,5
,180000,프라이라움 ,서울특별시 용산구 이태원동 293-10,126.9888142,37.53812528,용산구 ,"20,813",고정석/자유석,15,1,6,6786.054394,1.128228653,0.055677468,0.696549428,1.590824652,75,0,4,2,0
,165000,린코파트너스 사무실공유,서울특별시 강남구 논현로30길 12,127.043453,37.48320137,강남구 ,"71,373",자유석 ,10,1,4,6785.31585,2.648917813,0.031053811,0.125189813,0.801090015,110,0,7,3,1
24200,297000,슈퍼에그 Hot Desk 시간이용,서울특별시 종로구 삼봉로 57,126.9804706,37.57255595,종로구 ,"823,385",자유석 ,22,1,12,6787.74259,1.296081091,0.151067855,0.064252388,0.485923053,146,0,50,8,14
,165000,낙성대 트그 공유오피스-자유석,서울특별시 관악구 낙성대역4길 3,126.9616447,37.47548488,관악구 ,"26,105",자유석 ,6,1,6,6780.977548,1.187505714,0.10923299,0.156180452,1.124072058,95,0,2,1,0
,110000,셀렉티드 연남점,서울특별시 마포구 성미산로31길 11-14,126.9251652,37.56494688,마포구 ,"37,232",고정석/자유석,20,1,20,6784.662225,0.923487816,0.068781511,0.496918146,0.514726954,141,1,6,3,4
,165000,퍼스트비즈 코워킹스페이스 고정석,서울특별시 금천구 가산디지털1로 212,126.8805769,37.48443368,금천구 ,"32,472",고정석 ,6,1,1,6777.688475,1.794660054,0.092092906,0.245267636,0.558865207,115,0,7,3,8
,253000,퍼스트비즈 독립실 공유 1인석,서울특별시 금천구 가산디지털1로 212,126.8805769,37.48443368,금천구 ,"32,472",고정석 ,4,1,1,6777.688475,1.794660054,0.092092906,0.245267636,0.558865207,115,0,7,3,8
,220000,스마트오피스  비즈니스센터  가산,서울특별시 금천구 가산디지털1로 168,126.8826362,37.4799658,금천구 ,"32,472",고정석 ,25,1,25,6777.515751,2.158942933,0.069838844,0,0.224475156,131,0,7,3,9
,330000,쉐어원오피스 1인데스크,서울특별시 강남구 역삼동 603-4,127.0296886,37.50547127,강남구 ,"71,373",고정석 ,4,1,4,6786.013355,0.778473137,0.102488628,0.404235113,1.473615633,118,1,27,7,0
,165000,데스크 셀렉티드 1인석,서울특별시 마포구 연남동 223-115,126.9250818,37.56493229,마포구 ,"37,232",고정석 ,1,1,1,6784.657395,0.924065946,0.065121892,0.496133703,0.513477479,141,1,6,3,4
,130000,루아흐 코워킹스페이스,서울특별시 마포구 큰우물로 76,126.9459464,37.54080558,마포구 ,"37,232",자유석 ,70,1,10,6784.186502,0.254059912,0.048474696,0.052415762,0.832105146,106,1,7,6,1
11000,275000,마이워크스페이스 3호점 -핫데스크,서울특별시 서초구 서초동 1328-3,127.0281605,37.49563981,서초구 ,"46,540",자유석 ,36,1,36,6785.345341,1.378414265,0.019572729,0.045671199,1.240082267,131,0,23,4,0
,220000,소호114 영등포 공유사무실,서울특별시 영등포구 양산로 53,126.8889223,37.52563181,영등포구,"42,589",고정석/자유석,1,1,1,6780.571798,2.898693186,0.036487716,0.409202476,0.387484625,92,0,2,6,2
,220000,선릉 더공간 오픈데스크 1인자유석,서울특별시 강남구 대치동 890-41,127.0527215,37.50438401,강남구 ,"71,373",고정석/자유석,25,1,25,6787.038797,2.558727279,0.181821865,0.173441715,0.161492027,85,0,21,6,9
,90000,[토즈 워크센터 강남2호] 비상주,서울특별시 강남구 역삼동 832-7,127.0309286,37.4918812,강남구 ,"71,373",자유석 ,1,1,1,6785.248707,1.640601389,0.037171579,0.036650054,0.844064404,126,0,23,5,1
,180000,오피스허브[코워킹스페이스],서울특별시 강남구 개포로 508,127.0679572,37.48923574,강남구 ,"71,373",고정석 ,5,1,5,6786.842478,3.700638429,0.051423807,0.590598838,0.8575232,66,0,4,4,1
,220000,소호114(영등포1인 소호사무실),서울특별시 영등포구 양산로 53,126.8889223,37.52563181,영등포구,"42,589",고정석 ,1,1,1,6780.571798,2.898693186,0.036487716,0.409202476,0.387484625,92,0,2,6,2
,220000,모캠 코워킹스페이스,서울특별시 강남구 봉은사로 331,127.0429706,37.5102786,강남구 ,"71,373",고정석/자유석,5,1,1,6786.933941,1.405056753,0.010685816,0.181225228,0.422865394,84,0,17,7,4
,330000,[GARAGE선정릉]지정석,서울특별시 강남구 선릉로 578,127.0441584,37.51009724,강남구 ,"71,373",고정석 ,1,1,1,6786.97924,1.534519542,0.027154578,0.064893775,0.43349261,77,0,20,6,4
,110000,사당 트그 공유 오피스-자유석오후,서울특별시 관악구 남부순환로 1921-1,126.9629546,37.47764293,관악구 ,"26,105",자유석 ,9,1,3,6781.170075,0.990389745,0.03634228,0.194544798,1.228766864,96,1,2,1,0
11000,,씨티큐브 목동 원데이 패스,서울특별시 양천구 신정동 1009-6,126.8641737,37.52279989,양천구 ,"26,126",고정석 ,3,1,1,6779.231166,1.534971133,0.020989174,0.263667624,0.705602085,106,0,7,3,1
,330000,카페24 성신여대점(1인),서울특별시 성북구 동선동 120,127.0205247,37.59437998,성북구 ,"23,287",고정석 ,4,1,4,6790.96349,0.255678887,0.257313721,0.247915658,0.40080935,125,1,4,6,1
11000,275000,O 코워킹스페이스 송파점,서울특별시 송파구 송파대로 201,127.1195212,37.48744133,송파구 ,"47,772",고정석 ,17,1,2,6789.178185,2.658927205,0.174693326,0.126302324,0.34483459,64,0,9,5,6
,150000,삼성중앙역 공유오피스 - 모여라,서울특별시 강남구 삼성로 555,127.0539028,37.51102012,강남구 ,"71,373",자유석 ,13,1,13,6787.497003,2.579130872,0.094211971,0.211287347,0.379640686,84,0,20,6,9
,880000,서초LAW,서울특별시 서초구 서초대로 270,127.0114689,37.49261542,서초구 ,"46,540",고정석 ,5,1,5,6784.371787,0.552193295,0.153757317,0.050240962,0.641704344,123,2,13,5,2
,440000,무신사 스튜디오 핫 데스크,서울특별시 중구 을지로6가  17-2 ,127.007707,37.56863359,중구 ,"60,957",고정석 ,50,1,50,6788.796631,0.822148811,0.094264534,0.119960944,0.008157665,104,3,8,9,17
10000,110000,한승공간 구로 코워킹스페스 1인실,서울특별시 구로구 구로동 197-10,126.8931221,37.4868976,구로구 ,"38,553",고정석/자유석,10,1,10,6778.42978,2.975259693,0.131213097,0.187606777,0.555336786,163,0,8,4,8
15000,250000,[토즈 워크센터 강남2호] 오픈석,서울특별시 강남구 강남대로 320,127.0310475,37.49185199,강남구 ,"71,373",자유석 ,25,1,1,6785.252568,1.653655468,0.049528398,0.041061892,0.833439021,126,0,23,5,1
15000,275000,구로디지털단지 오픈데스크[후이즈],서울특별시 구로구 디지털로34길 55,126.8992822,37.48428582,구로구 ,"38,553",고정석/자유석,4,1,4,6778.562882,3.680998997,0.052337055,0.087346961,0.155457267,151,0,7,3,2
,200000,어린이대공원 소호사무실(2호점),서울특별시 광진구 화양동 499-1,127.0755603,37.54648304,광진구 ,"24,535",고정석 ,25,1,11,6790.673848,0.262725574,0.037758264,0.376495121,0.602895077,84,2,6,5,2
,165000,글로벌벤처센터 코워킹스페이스,서울특별시 강남구 도곡로 112,127.0328407,37.48965644,강남구 ,"71,373",자유석 ,10,1,6,6785.204457,1.83593392,0.007262035,0.083681537,0.590643807,115,0,21,5,1
,400000,온비즈 - 3인실 공유 1인석,서울특별시 강남구 대치동 942-15,127.0582106,37.5060213,강남구 ,"71,373",고정석 ,3,1,3,6787.39819,3.114329041,0.072785662,0.03413523,0.245153379,98,0,22,5,11
,275000,비즈액티브 송파센터-공동실,서울특별시 송파구 송파대로 260,127.1188651,37.49313925,송파구 ,"47,772",고정석 ,8,1,8,6789.492882,2.395877216,0.101448544,0.117298613,0.146491277,64,0,9,5,3
,300000,여의도 공유사무실,서울특별시 영등포구 여의대방로 394,126.932765,37.51939,영등포구,"42,589",고정석 ,5,1,1,6782.267714,2.242950109,0.051430217,0.120367013,0.759612926,73,0,11,5,3
,220000,강북 4호선 수유역 코워킹스페이스,서울특별시 강북구 도봉로 308,127.0238357,37.6356649,강북구 ,"18,918",고정석 ,1,1,4,6793.6201,0.520797928,0.025290554,0.300393568,0.959159438,145,1,3,5,1
,352000,CEO SUITE 강남 코워킹,서울특별시 강남구 테헤란로 521,127.0608072,37.50919136,강남구 ,"71,373",자유석 ,18,1,1,6787.713432,2.96994824,0.052325948,0.110231877,0,73,0,17,3,9
,440000,오가닉미디어밸리,서울특별시 서초구 헌릉로 164,127.0582279,37.45724191,서초구 ,"46,540",고정석/자유석,60,1,40,6784.44178,5.014899547,0.091760765,0.698330493,1.690790906,35,0,1,1,0
,1100000,신사역 스터디룸 ,서울특별시 서초구 강남대로 597,127.0193173,37.51503518,서초구 ,"46,540",고정석 ,100,1,30,6786.101386,1.302800236,0.024454813,0.027323592,1.183515757,59,0,13,6,0
,130000,루아흐 코워킹스페이스,서울특별시 마포구 큰우물로 76,126.9459464,37.54080558,마포구 ,"37,232",자유석 ,100,1,30,6784.186502,0.254059912,0.048474696,0.052415762,0.832105146,106,1,7,6,1
45000,500000,LOCAL,서울특별시 동작구 장승배기로10길 100,126.9436287,37.5028985,동작구 ,"19,916",자유석 ,4,1,2,6781.784194,1.439082041,0.12795902,0.762272843,1.742530458,156,0,2,4,0
,418000,구로공유오피스   구로소호114,서울특별시 구로구 디지털로31길 41,126.8927514,37.48517182,구로구 ,"38,553",고정석 ,4,1,2,6778.307979,2.973742522,0.11495307,0.143233343,0.57324494,162,0,9,4,10
,132000,워킹데스크 역삼점 (자유석),서울특별시 강남구 역삼로 215,127.040593,37.49678839,강남구 ,"71,373",고정석/자유석,30,1,5,6786.003803,1.719397319,0.028511373,0.197225339,0.545502947,85,0,17,2,2
,220000,[코워킹작업실]AlterSide,서울특별시 마포구 방울내로 59,126.9020119,37.55974938,마포구 ,"37,232",고정석 ,5,1,1,6783.252167,2.713654749,0.104304204,1.004581896,0.776273258,92,0,0,3,1
,330000,당산역 사무실 지정석 1인석,서울특별시 영등포구 당산로 241,126.902539,37.53521405,영등포구,"42,589",고정석 ,10,1,1,6781.794601,2.873206117,0.027466185,0.087731312,0.548436474,82,0,6,3,1
,220000,소호114 영등포구 독서실,서울특별시 영등포구 양산로 53,126.8889223,37.52563181,영등포구,"42,589",고정석/자유석,1,1,1,6780.571798,2.898693186,0.036487716,0.409202476,0.387484625,92,0,2,6,2
,290000,벤처스페이스 오피스 1인-8인,서울특별시 강남구 강남대로 342,127.0302208,37.49368532,강남구 ,"71,373",고정석/자유석,8,1,8,6785.324497,1.55667278,0.072469174,0.10948614,0.985806714,130,0,23,7,1
,260000,[GARAGE교대] 자유석,서울특별시 서초구 서초중앙로18길 31,127.0160043,37.49164494,서초구 ,"46,540",자유석 ,10,1,10,6784.527722,0.101736965,0.079626745,0.203533438,0.433019374,124,1,13,5,2
55000,700000,아이지플래닝,서울특별시 서초구 양재동 244-5,127.0404412,37.47206529,서초구 ,"46,540",고정석 ,4,1,4,6784.498314,2.95435813,0.120925907,0.648066404,0.693160216,99,0,5,1,6
